customer_id,customer_name,email,views,searches,add_to_cart,favorites,shares,distinct_products_interacted,total_interactions,completed_sales,units_purchased,amount_spent_sales,valid_rentals,units_rented,amount_spent_rentals,average_rental_days,last_activity,days_since_last_activity,average_monthly_activity,cluster,segmento,accion_sugerida
1371,Óliver Carrión Holguín,demo.usuario115@cemydi.local,41,8,8,7,1,26,65,6,21,155737.59,0,0,0.0,0.0,2026-07-06 16:35:00,26,4.64,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1372,Wilfrido Moya,demo.usuario116@cemydi.local,20,2,7,4,1,16,34,6,10,14478.64,0,0,0.0,0.0,2026-05-25 14:59:00,68,17.0,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1373,Pamela Asunción Melgar,demo.usuario117@cemydi.local,1,1,1,0,0,3,3,1,3,8418.9,0,0,0.0,0.0,2026-05-06 10:34:00,87,0.17,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1374,Nadia Mata,demo.usuario118@cemydi.local,23,10,2,0,1,21,36,5,15,55289.28,0,0,0.0,0.0,2026-07-21 18:02:00,11,1.29,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1375,Ruby Reina Vázquez,demo.usuario119@cemydi.local,25,14,2,0,2,21,43,8,21,49072.46,0,0,0.0,0.0,2026-07-24 09:56:00,8,2.87,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1376,Benito Orellana,demo.usuario120@cemydi.local,26,13,5,2,1,18,47,4,13,26324.78,1,1,3920.98,14.0,2026-04-04 16:43:00,119,5.88,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1377,Renato Aguilera,demo.usuario121@cemydi.local,52,18,4,4,3,31,81,4,7,18543.66,0,0,0.0,0.0,2026-05-14 13:19:00,79,8.1,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1378,Eugenio Mayorga,demo.usuario122@cemydi.local,47,17,5,1,1,26,71,12,33,194654.75,0,0,0.0,0.0,2026-07-20 18:19:00,12,5.92,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1379,Adriana Blanca Guzmán,demo.usuario123@cemydi.local,42,19,3,3,1,26,68,8,22,134396.56,0,0,0.0,0.0,2026-07-12 15:44:00,20,2.72,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1380,Vanesa Perla Correa Nieto,demo.usuario124@cemydi.local,27,10,7,6,3,19,53,12,30,148626.66,0,0,0.0,0.0,2026-06-15 14:46:00,47,4.08,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1381,Armando Tamez,demo.usuario125@cemydi.local,21,5,3,1,2,20,32,6,14,58784.64,3,3,2206.18,6.0,2026-07-24 16:48:00,8,2.29,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1382,Alejandro Felipe Carbajal Ruelas,demo.usuario126@cemydi.local,42,11,7,3,5,30,68,13,35,182902.72,0,0,0.0,0.0,2026-07-06 10:49:00,26,2.43,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1383,Gabriel Renato Olmos,demo.usuario127@cemydi.local,49,12,9,1,1,27,72,20,39,57548.47,0,0,0.0,0.0,2026-06-24 12:37:00,38,3.79,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1384,Marcela Karla Abrego Aragón,demo.usuario128@cemydi.local,27,5,3,2,0,18,37,20,40,176525.2,0,0,0.0,0.0,2026-07-11 09:11:00,21,12.33,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1385,Perla Macías,demo.usuario129@cemydi.local,8,3,2,0,0,9,13,3,8,9771.3,0,0,0.0,0.0,2026-02-21 18:10:00,161,1.08,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1386,Leonel Sánchez,demo.usuario130@cemydi.local,14,7,5,2,1,17,29,18,51,138350.58,1,1,2068.43,13.0,2026-06-14 10:05:00,48,3.63,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1387,José Manuél Cortés,demo.usuario131@cemydi.local,42,8,3,1,1,19,55,6,11,22227.38,0,0,0.0,0.0,2026-04-30 14:45:00,93,2.29,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1388,Barbara Almaraz Loya,demo.usuario132@cemydi.local,41,6,3,3,2,22,55,12,35,123266.45,0,0,0.0,0.0,2026-07-11 14:18:00,21,18.33,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1389,Sofía Carlota Brito,demo.usuario133@cemydi.local,37,9,7,3,5,21,61,18,47,202068.8,0,0,0.0,0.0,2026-06-27 16:15:00,35,6.78,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1390,Gabriela Magdalena Lara,demo.usuario134@cemydi.local,36,12,6,3,1,20,58,8,25,125088.33,0,0,0.0,0.0,2026-07-25 18:38:00,7,14.5,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1391,Felipe Flores,demo.usuario135@cemydi.local,35,14,10,2,3,20,64,17,49,180420.36,3,3,5203.11,5.67,2026-07-28 14:06:00,4,3.76,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1392,Clara Lorena Lozano Ayala,demo.usuario136@cemydi.local,19,7,1,0,1,16,28,19,33,63384.69,0,0,0.0,0.0,2026-07-11 14:27:00,21,0.9,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1393,Srita. Citlali Colunga,demo.usuario137@cemydi.local,37,8,5,2,0,27,52,2,5,12949.24,0,0,0.0,0.0,2026-05-07 09:25:00,86,2.0,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1394,Esteban Cordero Baca,demo.usuario138@cemydi.local,47,15,8,10,1,24,81,1,4,17003.44,2,2,1819.42,4.0,2026-07-07 12:09:00,25,6.75,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1395,Fernando Baeza,demo.usuario139@cemydi.local,29,8,5,5,2,19,49,10,31,85259.66,0,0,0.0,0.0,2026-07-15 14:47:00,17,6.13,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1396,Noemí Galindo Alba,demo.usuario140@cemydi.local,39,12,3,3,3,26,60,3,9,24116.84,0,0,0.0,0.0,2026-05-30 17:01:00,63,2.4,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1397,Eduardo Homero Angulo,demo.usuario141@cemydi.local,4,2,0,0,0,6,6,2,4,9740.49,0,0,0.0,0.0,2025-08-27 11:03:00,339,3.0,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1398,Mitzy Gloria Menchaca Collazo,demo.usuario142@cemydi.local,57,16,5,0,3,26,81,3,5,15959.68,0,0,0.0,0.0,2026-07-23 17:07:00,9,4.26,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1399,Zacarías Valencia Serrano,demo.usuario143@cemydi.local,49,15,11,5,5,27,85,5,12,17955.74,1,1,3978.72,9.0,2026-06-12 13:07:00,50,3.04,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1400,Ariadna María Marín Rivero,demo.usuario144@cemydi.local,30,6,9,2,1,23,48,6,13,165015.83,0,0,0.0,0.0,2026-07-09 10:37:00,23,9.6,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1401,Srita. Nayeli Covarrubias,demo.usuario145@cemydi.local,33,13,5,5,2,22,58,15,38,89728.9,0,0,0.0,0.0,2026-07-19 17:54:00,13,8.29,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1402,Mauricio Renato Lovato Orellana,demo.usuario146@cemydi.local,22,7,3,1,4,17,37,8,21,141649.26,0,0,0.0,0.0,2026-07-12 11:15:00,20,2.18,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1403,Isabela Liliana Corrales,demo.usuario147@cemydi.local,42,9,6,4,4,22,65,8,20,94179.27,3,3,1731.73,5.0,2026-07-24 15:31:00,8,4.64,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1404,Santiago Óliver Bétancourt,demo.usuario148@cemydi.local,20,13,1,0,3,14,37,9,28,142836.98,0,0,0.0,0.0,2026-06-12 10:40:00,50,3.08,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1405,Pamela Claudia Vega Ávalos,demo.usuario149@cemydi.local,15,6,0,1,0,14,22,5,12,33721.84,7,7,12801.89,9.14,2026-05-23 10:54:00,70,1.83,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1406,Fernando Samuel Montaño Ayala,demo.usuario150@cemydi.local,3,0,0,0,0,3,3,4,8,10577.9,0,0,0.0,0.0,2025-12-19 10:44:00,225,0.75,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1407,Ramiro Miranda,demo.usuario151@cemydi.local,12,2,1,1,0,13,16,1,2,12836.12,0,0,0.0,0.0,2026-03-29 10:34:00,125,1.6,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1408,Esther Lourdes Mejía Hinojosa,demo.usuario152@cemydi.local,42,6,9,3,1,28,61,8,24,168489.98,0,0,0.0,0.0,2026-06-26 09:45:00,36,6.78,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1409,Catalina Socorro Abrego Archuleta,demo.usuario153@cemydi.local,17,8,2,3,0,17,30,4,11,32668.77,6,6,6477.37,7.67,2026-07-22 13:33:00,10,3.33,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1410,Barbara Ruby Muñoz,demo.usuario154@cemydi.local,19,5,1,2,0,17,27,18,45,162493.8,3,3,6356.0,9.0,2026-07-01 12:17:00,31,1.59,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1411,Elvira Cedillo,demo.usuario155@cemydi.local,51,12,3,1,2,25,69,18,56,163134.82,0,0,0.0,0.0,2026-06-28 18:24:00,34,5.75,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1412,Daniel Camarillo Ocampo,demo.usuario156@cemydi.local,1,1,1,0,0,3,3,4,4,4727.94,0,0,0.0,0.0,2026-03-15 09:03:00,139,0.33,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1413,Rosario Sofía Frías Lebrón,demo.usuario157@cemydi.local,8,1,1,1,0,10,11,3,6,5836.6,0,0,0.0,0.0,2025-10-15 10:36:00,290,1.83,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1414,Débora Josefina Garay,demo.usuario158@cemydi.local,50,7,5,4,2,22,68,17,40,98832.53,0,0,0.0,0.0,2026-06-25 14:04:00,37,6.18,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1415,Srita. Olivia Uribe,demo.usuario159@cemydi.local,47,13,6,4,5,27,75,0,0,0.0,1,1,1402.02,9.0,2026-05-29 16:38:00,64,12.5,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1416,Bernabé Alemán,demo.usuario160@cemydi.local,29,4,6,2,2,14,43,5,15,23809.82,0,0,0.0,0.0,2026-04-04 13:51:00,119,2.69,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1417,José Emilio Navarro del Río,demo.usuario161@cemydi.local,34,11,8,7,0,26,60,12,37,108638.62,0,0,0.0,0.0,2026-06-27 17:28:00,35,2.31,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1418,Carlos de Anda,demo.usuario162@cemydi.local,32,12,4,3,4,22,55,0,0,0.0,11,11,11073.35,5.73,2026-06-02 16:20:00,60,2.29,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1419,Gregorio Gabino Roybal Nieto,demo.usuario163@cemydi.local,52,12,8,2,4,27,78,1,2,16195.1,0,0,0.0,0.0,2026-06-11 11:04:00,51,3.25,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1420,Carolina María Cristina Maya Cortés,demo.usuario164@cemydi.local,42,9,5,5,3,19,64,21,48,121800.92,0,0,0.0,0.0,2026-06-17 11:23:00,45,7.11,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1421,Guadalupe Raquel Zedillo Segura,demo.usuario165@cemydi.local,44,19,10,4,4,24,81,5,12,14590.51,1,1,3239.25,15.0,2026-07-18 18:37:00,14,5.4,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1422,María del Carmen Vanegas,demo.usuario166@cemydi.local,37,8,3,1,2,21,51,6,14,38756.67,0,0,0.0,0.0,2026-05-08 10:02:00,85,2.32,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1423,José Manuél Porfirio Velásquez,demo.usuario167@cemydi.local,18,6,4,1,0,15,29,9,26,119335.68,0,0,0.0,0.0,2026-06-12 18:20:00,50,5.8,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1424,Rafaél Horacio Nieves Rubio,demo.usuario168@cemydi.local,18,6,5,3,3,17,35,10,31,218783.84,0,0,0.0,0.0,2026-06-30 10:10:00,32,2.06,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1425,Fernando Cedillo,demo.usuario169@cemydi.local,28,6,6,2,2,17,44,12,38,193985.37,0,0,0.0,0.0,2026-06-04 17:49:00,58,2.32,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1426,Citlali Sanches Guardado,demo.usuario170@cemydi.local,12,1,1,0,0,11,14,0,0,0.0,1,1,2882.9,5.0,2026-02-01 15:38:00,181,1.0,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1427,Virginia Lomeli Valdés,demo.usuario171@cemydi.local,39,10,9,5,3,28,66,8,21,95977.85,0,0,0.0,0.0,2026-06-22 15:22:00,40,4.71,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1428,Teodoro Páez,demo.usuario172@cemydi.local,31,10,5,2,2,22,50,4,12,27867.24,8,8,8227.38,8.13,2026-05-09 10:28:00,84,3.33,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1429,Ariadna Bermúdez,demo.usuario173@cemydi.local,16,5,3,1,0,13,25,1,3,11527.47,6,6,6805.21,9.5,2026-06-04 11:53:00,58,1.32,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1430,Noemí Celia Santillán Badillo,demo.usuario174@cemydi.local,50,15,6,3,1,23,75,14,36,76534.96,1,1,2983.4,7.0,2026-06-20 18:15:00,42,4.69,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1431,Alta  Gracia Rincón Pichardo,demo.usuario175@cemydi.local,27,6,3,0,0,17,36,12,32,54224.39,0,0,0.0,0.0,2026-06-28 17:09:00,34,2.25,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1432,Santiago Bernardo Villarreal,demo.usuario176@cemydi.local,23,9,4,2,0,17,38,16,37,95685.28,0,0,0.0,0.0,2026-06-26 14:41:00,36,19.0,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1433,Gerardo Eduardo Macías Puga,demo.usuario177@cemydi.local,22,6,2,0,1,16,31,21,49,165551.09,0,0,0.0,0.0,2026-06-25 18:03:00,37,1.15,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1434,Anabel Palomo,demo.usuario178@cemydi.local,33,15,9,1,4,27,62,16,42,123139.9,3,3,3455.4,7.0,2026-06-08 16:38:00,54,20.67,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1435,José Eduardo Nicolás Nazario Manzanares,demo.usuario179@cemydi.local,3,0,0,1,0,4,4,1,2,5724.28,0,0,0.0,0.0,2026-05-30 11:23:00,63,0.8,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1436,Raquel Nayeli Mena,demo.usuario180@cemydi.local,38,9,10,3,2,28,62,6,16,24490.59,2,2,4426.18,8.0,2026-07-07 11:48:00,25,2.48,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1437,Srita. Araceli Ríos,demo.usuario181@cemydi.local,29,10,4,2,0,21,45,7,16,52451.17,0,0,0.0,0.0,2026-06-26 11:47:00,36,1.96,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1438,Emilia Negrón,demo.usuario182@cemydi.local,24,5,8,2,1,16,40,15,36,147542.18,0,0,0.0,0.0,2026-07-04 17:59:00,28,1.74,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1439,Pascual Oswaldo Mojica Rocha,demo.usuario183@cemydi.local,40,12,2,5,0,22,59,9,27,136800.78,3,3,2340.7,6.33,2026-06-15 15:08:00,47,2.36,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1440,Berta Marisol Arevalo,demo.usuario184@cemydi.local,28,6,7,5,2,22,48,13,32,166296.52,0,0,0.0,0.0,2026-07-02 14:44:00,30,2.0,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1441,María Rosario Jiménez Villegas,demo.usuario185@cemydi.local,42,8,14,3,5,24,72,15,39,95900.79,0,0,0.0,0.0,2026-07-27 12:05:00,5,2.67,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1442,José Carlos Bernardo Nazario Sepúlveda,demo.usuario186@cemydi.local,31,6,4,3,1,26,45,14,31,137026.13,1,1,1154.76,12.0,2026-06-18 17:30:00,44,4.09,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1443,Ramiro Ponce,demo.usuario187@cemydi.local,32,4,3,0,0,16,39,15,39,138341.51,0,0,0.0,0.0,2026-06-07 16:09:00,55,3.25,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1444,Mariano Renato Almanza,demo.usuario188@cemydi.local,34,6,3,3,1,25,47,1,2,23406.72,7,7,8338.05,7.43,2026-06-04 12:17:00,58,5.88,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1445,Emilio Elias Rael,demo.usuario189@cemydi.local,29,15,5,3,2,21,54,0,0,0.0,0,0,0.0,0.0,2026-05-05 16:10:00,88,2.08,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1446,Marcela Pulido,demo.usuario190@cemydi.local,23,5,5,4,0,18,37,11,33,175762.49,0,0,0.0,0.0,2026-06-05 13:57:00,57,2.06,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1447,Amelia Almanza,demo.usuario191@cemydi.local,42,9,3,4,1,22,59,21,43,78597.88,0,0,0.0,0.0,2026-07-20 17:40:00,12,3.69,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1448,Aurora de la Fuente,demo.usuario192@cemydi.local,63,15,6,0,1,27,85,0,0,0.0,0,0,0.0,0.0,2026-07-02 10:27:00,30,9.44,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1449,Leticia María Cristina Sevilla,demo.usuario193@cemydi.local,37,10,2,2,1,23,52,1,3,19030.8,2,2,1194.78,5.0,2026-05-22 18:20:00,71,7.43,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1450,Alfonso Terrazas,demo.usuario194@cemydi.local,2,4,2,0,0,7,8,1,3,4265.13,0,0,0.0,0.0,2025-12-18 14:11:00,226,0.53,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1451,Perla González,demo.usuario195@cemydi.local,21,5,3,4,1,16,34,14,37,70107.04,0,0,0.0,0.0,2026-06-30 15:20:00,32,1.55,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1452,Camila Rubio,demo.usuario196@cemydi.local,48,16,4,2,4,23,74,19,50,134859.95,0,0,0.0,0.0,2026-07-10 12:27:00,22,3.22,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1453,Flavio Elizondo,demo.usuario197@cemydi.local,44,13,9,4,1,23,71,11,37,181315.18,0,0,0.0,0.0,2026-07-29 16:43:00,3,14.2,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1454,Noemí Castañeda,demo.usuario198@cemydi.local,5,7,2,1,0,12,15,2,3,12695.49,0,0,0.0,0.0,2025-11-18 11:10:00,256,1.25,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1455,Claudio Camacho,demo.usuario199@cemydi.local,42,13,2,2,4,25,63,13,38,126625.19,0,0,0.0,0.0,2026-06-15 16:17:00,47,10.5,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1456,Anabel María Teresa Anaya,demo.usuario200@cemydi.local,48,13,5,5,4,28,75,7,23,150924.73,3,3,4135.5,6.0,2026-06-22 14:32:00,40,3.95,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1457,Jos Galindo,demo.usuario201@cemydi.local,45,6,5,3,3,33,62,13,30,156662.42,0,0,0.0,0.0,2026-07-02 14:45:00,30,2.58,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1458,René Aldo Rael,demo.usuario202@cemydi.local,36,7,6,3,1,27,53,7,19,79276.72,2,2,1321.21,4.0,2026-07-19 10:03:00,13,2.12,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1459,Marisol de la Rosa,demo.usuario203@cemydi.local,40,16,3,4,1,24,64,15,41,109467.58,1,1,3354.24,8.0,2026-07-06 13:34:00,26,5.82,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1460,Graciela Abril Orosco Esquivel,demo.usuario204@cemydi.local,27,6,1,2,2,17,38,6,13,154168.82,1,1,1224.24,8.0,2026-07-21 10:46:00,11,1.31,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1461,José María Marroquín Barragán,demo.usuario205@cemydi.local,8,3,0,1,0,9,12,0,0,0.0,0,0,0.0,0.0,2025-08-30 16:25:00,336,1.71,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1462,Srita. Olga Castro,demo.usuario206@cemydi.local,20,9,5,0,2,17,36,5,13,117679.87,0,0,0.0,0.0,2026-06-05 15:47:00,57,4.0,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1463,Jorge Eugenio Rolón,demo.usuario207@cemydi.local,56,12,13,5,0,26,86,0,0,0.0,0,0,0.0,0.0,2026-07-10 10:01:00,22,3.31,3,Exploradores,Enviar recordatorios y ofrecer asesoría de compra.
1464,Humberto Mario Esquivel Vigil,demo.usuario208@cemydi.local,23,9,7,5,5,27,49,7,23,126821.47,0,0,0.0,0.0,2026-06-04 17:46:00,58,2.72,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1465,Cristobal Eugenio Espinosa Tejada,demo.usuario209@cemydi.local,36,6,5,4,2,29,53,22,47,62903.23,2,2,2670.68,10.5,2026-07-20 09:38:00,12,2.79,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1466,Serafín Arce,demo.usuario210@cemydi.local,40,18,6,5,0,24,69,4,12,36256.35,2,2,4760.57,6.5,2026-06-10 14:13:00,52,3.29,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1467,José Carlos Benito Lozano,demo.usuario211@cemydi.local,27,10,1,1,0,18,39,5,14,29375.65,11,11,6629.23,4.18,2026-07-05 16:23:00,27,4.88,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1468,Indira Antonia Marroquín Escobedo,demo.usuario212@cemydi.local,16,6,6,3,0,16,31,8,23,190193.35,0,0,0.0,0.0,2026-06-17 15:13:00,45,1.15,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1469,Sandra Maestas,demo.usuario213@cemydi.local,3,0,0,0,0,3,3,3,6,10361.12,0,0,0.0,0.0,2025-12-21 16:16:00,223,0.33,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1470,Cristobal Flórez,demo.usuario214@cemydi.local,44,15,6,5,4,21,74,10,28,179887.91,0,0,0.0,0.0,2026-07-28 12:27:00,4,3.89,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1471,Judith Sofía Elizondo Varela,demo.usuario215@cemydi.local,38,14,7,3,0,29,62,16,38,73649.47,0,0,0.0,0.0,2026-07-03 09:47:00,29,5.17,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1472,Susana Rivera Rubio,demo.usuario216@cemydi.local,36,13,4,1,1,23,55,20,47,105165.25,0,0,0.0,0.0,2026-07-12 13:02:00,20,7.86,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1473,Amador Zamora,demo.usuario217@cemydi.local,25,2,6,0,1,16,34,15,39,180951.84,0,0,0.0,0.0,2026-06-30 09:07:00,32,2.83,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1474,Carlos Munguía,demo.usuario218@cemydi.local,27,5,3,4,0,19,39,10,27,125286.52,0,0,0.0,0.0,2026-06-11 14:19:00,51,2.79,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1475,Pascual Villagómez,demo.usuario219@cemydi.local,6,2,1,0,3,10,12,3,6,8190.92,0,0,0.0,0.0,2026-03-28 14:43:00,126,0.86,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1476,Francisco Zúñiga,demo.usuario220@cemydi.local,24,10,6,3,2,21,45,15,36,182005.55,2,2,4843.64,10.0,2026-07-07 10:16:00,25,2.81,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1477,Clara María Eugenia Quintana,demo.usuario221@cemydi.local,38,3,2,4,0,25,47,22,57,149507.49,0,0,0.0,0.0,2026-06-27 16:13:00,35,7.83,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1478,Liliana Karla Niño,demo.usuario222@cemydi.local,28,17,11,2,6,21,64,19,49,66293.47,0,0,0.0,0.0,2026-06-19 12:59:00,43,10.67,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1479,Claudio Caballero Olivo,demo.usuario223@cemydi.local,14,6,5,5,1,17,31,5,5,5756.18,12,12,12437.26,6.08,2026-05-03 13:48:00,90,1.48,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1480,Ernesto José Manuél Escamilla Cervantes,demo.usuario224@cemydi.local,26,15,7,5,2,22,55,5,14,41465.92,0,0,0.0,0.0,2026-07-15 11:10:00,17,4.23,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1481,Ramiro Aguilar,demo.usuario225@cemydi.local,4,1,2,0,1,7,8,1,3,13666.71,0,0,0.0,0.0,2026-02-14 09:44:00,168,0.67,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1482,Amanda Melgar Quiroz,demo.usuario226@cemydi.local,6,0,1,0,0,7,7,3,7,9189.76,0,0,0.0,0.0,2026-01-08 10:03:00,205,3.5,0,Baja actividad,Aplicar campañas de reactivación y seguimiento.
1483,Eugenia Dulce María Hinojosa,demo.usuario227@cemydi.local,14,5,1,2,0,16,22,3,9,31612.96,10,10,8272.01,5.0,2026-05-15 18:50:00,78,2.2,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
1484,Itzel Castro Solís,demo.usuario228@cemydi.local,26,9,7,1,2,19,45,4,11,32641.63,0,0,0.0,0.0,2026-07-16 10:50:00,16,2.37,1,Compradores frecuentes,Ofrecer beneficios de fidelización y recompra.
1485,Omar Julio César Luna Crespo,demo.usuario229@cemydi.local,11,3,2,2,1,14,19,3,7,11788.61,12,12,5475.28,3.33,2026-06-22 11:15:00,40,1.0,2,Arrendatarios recurrentes,"Ofrecer renovaciones, mantenimiento y renta extendida."
